_id,bio,college,country,createdAt,dob,email,face_detection_probabilities,gender,height,insta_username,interests,is_habit_drink,is_habit_smoke,is_verified,mobile,name,status,type,updatedAt,verified_at,what_to_find,who_to_date,is_subscribed,age
1137,,[],IN,371.13520188527775,,9113700000@get.idyll,[],,,,[],,,False,9113700000,,True,U,15.463967999768519,,,,,
1138,Hey there,"[""Miranda House""]",IN,369.5160271630556,2003-08-03 00:00:00,9113800000@get.idyll,"[94.53625082969666,97.98350930213928]",F,,,"[""Photography"",""Singing"",""Art & Craft"",""Writing"",""Reels""]",,,False,9113800000,Pahal Verma,True,U,15.390091680324074,,,M,True,20.0
1139,Spiritual soul,"[""Miranda House""]",IN,369.50299132972225,2002-08-26 00:00:00,9113900000@get.idyll,[82.2026014328003],F,,,"[""Photography"",""Art & Craft"",""Environmentalism"",""Feminism"",""Country""]",,,False,9113900000,Anshi,False,U,3.8054962868055555,,,A,True,21.0
1140,Mujhe kya mai toh batak hu🤠,"[""Miranda house""]",IN,369.0274993852778,2004-12-17 00:00:00,9114000000@get.idyll,[60.63644140958786],F,,,"[""Basketball"",""Cricket"",""Dancing"",""Festivals"",""Crime""]",,,False,9114000000,Somya,False,U,7.16465973587963,,,M,True,19.0
1141,,[],IN,368.8799829963889,,9114100000@get.idyll,[],F,,,[],,,False,9114100000,Abc,False,U,3.8054153956018517,,,,True,
1142,I am very honest girl,"[""Cu""]",IN,368.87961827416666,2003-05-08 00:00:00,9114200000@get.idyll,[97.99091815948486],F,,,"[""Photography"",""Art & Craft"",""Writing"",""Design"",""Dancing""]",,,False,9114200000,Anchal,False,U,3.8052594118055554,,,M,True,20.0
1143,,[],IN,368.8492452186111,,9114300000@get.idyll,[],,,,[],,,False,9114300000,,True,U,15.36871993263889,,,,,
1144,,[],IN,368.7360660519444,,9114400000@get.idyll,[],,,,[],,,False,9114400000,Kevin,True,U,15.363631240509259,,,,,
1145,"it's me hi, i'm the problem it's me🥹","[""Delhi University""]",IN,368.6619421630555,2004-07-22 00:00:00,9114500000@get.idyll,[84.72360968589783],F,152.0,,"[""Open-Minded"",""Dogs"",""Romance"",""Bollywood"",""Cooking""]",N,N,False,9114500000,Priyanka,False,U,3.805158833101852,,CON,F,True,19.0
1146,,[],IN,368.65238132972223,,9114600000@get.idyll,[],M,,,[],,,False,9114600000,Tushar,True,U,15.360186900231481,,,,,
1147,nothing as of now,"[""Miranda House""]",IN,368.5648479963889,2002-11-03 00:00:00,9114700000@get.idyll,[37.13262379169464],F,,,[],,,False,9114700000,Kamini,False,U,3.8050309395833333,,,F,True,21.0
1148,Happy person,"[""Miranda House""]",IN,368.56364244083335,2003-08-14 00:00:00,9114800000@get.idyll,[73.36763739585876],F,,,[],,,False,9114800000,Anju,False,U,3.804923069212963,,,M,True,20.0
1149,,"[""Miranda House""]",IN,368.5597252186111,2002-02-20 00:00:00,9114900000@get.idyll,[],F,,,[],,,False,9114900000,Priti,False,U,3.8047838099537037,,,F,True,21.0
1150,I don't have a life :),"[""Miranda House""]",IN,368.49950049638886,2003-05-11 00:00:00,9115000000@get.idyll,[96.36977314949036],F,,,[],,,False,9115000000,Tanisha,True,U,15.35268249050926,,,M,True,20.0
1151,A happy-go-lucky person,"[""Miranda House""]",IN,368.46942744083333,2002-12-01 00:00:00,9115100000@get.idyll,[34.46895480155945],F,,,"[""Singing"",""Dancing"",""Photography"",""Art & Craft"",""Design""]",,,False,9115100000,Anjali,True,U,12.732724296064815,,F,M,True,21.0
1152,.....,"[""Miranda house""]",IN,368.39376855194445,2002-06-16 00:00:00,9115200000@get.idyll,[87.80392408370972],F,,,"[""Art & Craft"",""Design"",""Basketball"",""Coffee""]",,,False,9115200000,Devanshi Singh,True,U,11.371553833101851,,,M,True,21.0
1153,"A simple girl, always in dreams.  Waiting for my Prince on white horse 😂","[""Miranda house""]",IN,368.13525105194446,2003-01-17 00:00:00,9115300000@get.idyll,[93.93337368965149],F,,,"[""Photography"",""Art & Craft"",""Clubs"",""Reels"",""Festivals""]",,,False,9115300000,Disha,True,U,15.335690661805556,,,M,True,20.0
1154,,"[""Miranda House""]",IN,368.08394716305554,2001-11-18 00:00:00,9115400000@get.idyll,[],F,,,[],,,False,9115400000,Osheen,False,U,3.8043100831018517,,,M,True,22.0
1155,Nothing ng,"[""Miranda house""]",IN,368.0157491075,2001-12-21 00:00:00,9115500000@get.idyll,[70.60869038105011],NB,,,"[""Video Games"",""Cooking"",""Stand Up"",""Theatre"",""Gym""]",,,False,9115500000,Ashley,True,U,15.329142027546297,,,NB,,22.0
1156,Lemme think about myself,"[""Miranda House college""]",IN,368.0114252186111,2004-04-28 00:00:00,9115600000@get.idyll,[82.94228911399841],F,,,"[""Photography"",""Art & Craft"",""Cycling"",""Camping"",""Mountains""]",,,False,9115600000,Ananya Arya,True,U,11.489605094675927,,,A,True,19.0
1157,I am a girl who love performing bhangra,"[""Miranda House""]",IN,367.97738355194446,2004-09-02 00:00:00,9115700000@get.idyll,[98.36668372154236],F,,,"[""Dancing"",""Badminton"",""Coffee"",""Pizza"",""Foodie""]",,,False,9115700000,Krishna Yadav,True,U,15.327911020601851,,,M,True,19.0
1158,material girl in a existentially dreadful world,"[""Miranda House""]",IN,367.95158716305554,2002-02-17 00:00:00,9115800000@get.idyll,"[94.51661705970764,78.65110039710999,96.63283228874207,72.29693531990051]",F,172.0,,"[""Photography"",""Art & Craft"",""Dancing"",""Badminton"",""Design""]",N,N,False,9115800000,Sakshi,True,U,14.899534608564815,,CON,M,True,21.0
1159,Bleh,"[""Miranda House""]",IN,367.94923966305555,2000-05-08 00:00:00,9115900000@get.idyll,[],NB,,,[],,,False,9115900000,Tina Brown,True,U,15.329134319212963,,,A,,23.0
1160,.,"[""Shahhed bhagat singh colleg""]",IN,367.9256577186111,2003-11-05 00:00:00,9116000000@get.idyll,[93.06726455688477],M,,,"[""Reels"",""Gym"",""Open-Minded""]",N,N,True,9116000000,Abhishekh,True,U,7.16535442337963,7.165354864548611,,F,,20.0
1161,,[],IN,367.91252605194444,,9116100000@get.idyll,[],,,,[],,,False,9116100000,,True,U,15.32968996736111,,,,,
1162,"Retro Bollywood songs, Punjabi songs, Netflix and chill>>>","[""Bennett University""]",IN,367.8994618852778,2002-12-15 00:00:00,9116200000@get.idyll,"[98.10686707496643,89.5803451538086]",M,177.0,,"[""Punjabi"",""Bollywood"",""Comedy"",""Foodie"",""Badminton""]",N,N,True,9116200000,Chirag Chopra,True,U,7.1655768655092595,7.165577295104167,R,F,,21.0
1163,I have a friendly personality and enjoy interacting with others. I am genuine and a honest person,"[""Delhi University""]",IN,367.4327643852778,2001-08-01 00:00:00,9116300000@get.idyll,[98.77781271934509],M,,,"[""Photography"",""Cycling"",""Festivals"",""Foodie"",""Cooking""]",,,False,9116300000,Sahil,True,U,15.266534029861111,,,F,,22.0
1164,Exploring myself and people,"[""Zakir Hussain Delhi college""]",IN,367.3951141075,2003-03-20 00:00:00,9116400000@get.idyll,[87.617427110672],M,,,"[""Comic-books"",""Crime"",""Thriller"",""Foodie"",""Stand Up""]",,,True,9116400000,Rudra,True,U,7.1658346664351855,7.165835096030093,,F,,20.0
1165,,[],IN,367.31995827416665,,9116500000@get.idyll,[],F,,,[],,,False,9116500000,MASOOMIYAT,False,U,3.803893416435185,,,,True,
1166,hsjdkb,"[""Miranda""]",IN,367.31137577416666,2004-01-13 00:00:00,9116600000@get.idyll,[98.95110130310059],F,,,"[""Writing"",""Foodie"",""Feminism"",""Open-Minded"",""Poetry""]",,,False,9116600000,pandey,False,U,7.166112340046296,,,M,True,19.0
1167,,[],IN,367.29457244083335,,9116700000@get.idyll,[],M,,,[],,,False,9116700000,Vishal,True,U,15.30336442337963,,,,,
1168,Nothing,"[""AFTE Institute""]",IN,367.22372438527776,2003-02-09 00:00:00,9116800000@get.idyll,[98.17855954170227],F,,,[],,,False,9116800000,Priyanka,True,U,15.298485661805556,,,M,True,20.0
1169,.,"[""Miranda House""]",IN,367.2218891075,2004-11-04 00:00:00,9116900000@get.idyll,"[32.18757212162018,98.53789210319519]",F,,,[],,,False,9116900000,Ritu,True,U,15.254098242824075,,,M,True,19.0
1170,,[],IN,367.1643482741667,,9117000000@get.idyll,[],,,,[],,,False,9117000000,,True,U,15.29851584699074,,,,,
1171,,[],IN,367.1190329963889,,9117100000@get.idyll,[],F,,,[],,,False,9117100000,Pragya,False,U,3.8034611594907406,,,,True,
1172,Haha 🤣🤣,"[""Miranda House, University of Delhi""]",IN,367.0221985519444,2004-08-26 00:00:00,9117200000@get.idyll,"[93.02641749382019,85.54317355155945]",F,,,"[""Photography"",""Singing"",""Writing"",""Football"",""Gym""]",,,False,9117200000,Sumnima Sah,True,U,15.114833289120371,,,M,True,19.0
1173,Well I sleep too much,"[""Miranda House""]",IN,366.95824605194446,2002-03-24 00:00:00,9117300000@get.idyll,"[97.4008321762085,92.62069463729858]",F,159.0,,"[""Photography"",""Coffee"",""Design"",""Mountains"",""Anime""]",N,N,False,9117300000,Diksha,True,U,10.95641916875,,F,M,True,21.0
1174,Love playing basketball,"[""Miranda House""]",IN,366.9087207741667,2004-02-24 00:00:00,9117400000@get.idyll,[38.994696736335754],F,,,"[""Singing"",""Reels"",""Basketball"",""Foodie"",""Anime""]",,,False,9117400000,Sophia,True,U,15.284410349305556,,,M,True,19.0
1175,"Studing in Miranda house, 1st year. 
Love to influence others..","[""Miranda house""]",IN,366.90865632972225,2004-11-08 00:00:00,9117500000@get.idyll,"[63.37693234284719,92.09838509559631,61.8933230638504]",F,158.0,,[],N,N,True,9117500000,Prachi,True,U,9.20466024513889,9.20466068630787,F,M,True,19.0
1176,,[],IN,366.8284268852778,,9117600000@get.idyll,[],,,,[],,,False,9117600000,,True,U,15.284519053009259,,,,,
1177,,[],IN,366.75864355194443,,9117700000@get.idyll,[],,,,[],,,False,9117700000,,True,U,15.281611460416666,,,,,
1178,Nthng,"[""Miranda House""]",IN,366.7497599408333,2004-10-13 00:00:00,9117800000@get.idyll,[93.57185959815979],F,,,[],,,False,9117800000,Poorva,True,U,15.278703509027778,,,A,True,19.0
1179,Purple blooded,"[""Miranda house""]",IN,366.7409643852778,2004-12-10 00:00:00,9117900000@get.idyll,[97.55504727363586],F,,,"[""Singing"",""Horror"",""Vegetarian"",""Superhero""]",,,False,9117900000,Adima,True,U,15.205948497453704,,,M,True,19.0
1180,I'm Jasleen deep kaur,"[""Miranda House""]",IN,366.7128941075,2004-03-08 00:00:00,9118000000@get.idyll,[],F,,,[],,,False,9118000000,Jasleen,False,U,3.802839284490741,,,F,True,19.0
1181,,[],IN,366.7089532741667,,9118100000@get.idyll,[],,,,[],,,False,9118100000,,True,U,15.279541020601853,,,,,
1182,Hey every one,"[""Miranda House""]",IN,366.63699882972224,2004-11-09 00:00:00,9118200000@get.idyll,[91.6534572839737],F,,,"[""Art & Craft"",""Dancing"",""Gymnastics"",""Basketball"",""Gym""]",,,False,9118200000,Palak,False,U,3.802663242824074,,,M,True,19.0
1183,Handsome,"[""Kirori Mal College""]",IN,366.6167804963889,2001-05-22 00:00:00,9118300000@get.idyll,[92.62935519218445],M,,,"[""Cricket""]",,,False,9118300000,Abhishek Kumar Maurya,True,U,15.266034585416667,,,F,,22.0
1184,Looking to meet new people!,"[""Miranda House""]",IN,366.47943355194445,2002-02-10 00:00:00,9118400000@get.idyll,"[84.96877551078796,98.38082194328308]",F,,,"[""Pizza"",""Crime"",""Superhero"",""Romance"",""Feminism""]",,,False,9118400000,Gopika Pramod Kumar,True,U,15.264206877083334,,,A,True,21.0
1185,,[],IN,366.4386904963889,,9118500000@get.idyll,[],,,,[],,,False,9118500000,,True,U,15.268280071527778,,,,,
1186,Hehe,"[""Miranda house""]",IN,366.27992438527775,2003-12-23 00:00:00,9118600000@get.idyll,[90.65276980400085],F,,,[],,,False,9118600000,Geetika,True,U,15.259871460416667,,,M,True,20.0
1187,"You might get hit by a truck tomorrow, so what about a date today?","[""Miranda House""]",IN,366.1772243852778,2002-01-09 00:00:00,9118700000@get.idyll,[97.6322889328003],F,,,"[""Mystery"",""Tea"",""Reels"",""Dancing"",""Biryani""]",,,False,9118700000,Devika,True,U,14.020777779861112,,,M,True,21.0
1188,Hii,"[""Miranda house""]",IN,366.1506343852778,2001-11-07 00:00:00,9118800000@get.idyll,[97.59365916252136],F,,,"[""Reels"",""Boxing"",""Cycling"",""Volleyball""]",,,False,9118800000,Simran,True,U,15.250988069212964,,,M,True,22.0
1189,I want to become an IAS,"[""Miranda house""]",IN,366.0898143852778,2003-08-05 00:00:00,9118900000@get.idyll,"[84.42239165306091,54.563798010349274,96.09663486480713,49.03644919395447]",F,,,"[""Singing"",""Dancing""]",N,N,False,9118900000,Atmaja,True,U,15.117151228935185,,C,M,True,20.0
1190,.,"[""Bhawana""]",IN,366.07242216305553,2003-05-02 00:00:00,9119000000@get.idyll,[44.795965403318405],F,,,"[""Singing"",""Writing"",""Art & Craft"",""Dancing"",""Ambitions""]",N,N,False,9119000000,H,False,U,7.155014550694444,,NS,M,True,20.0
1191,Alive.,"[""Jawaharlal Nehru University""]",IN,365.9830485519444,2000-10-27 00:00:00,9119100000@get.idyll,"[88.8643741607666,40.90384542942047,71.9636211792628,89.26098346710205]",M,,,"[""Photography"",""Art & Craft"",""Football"",""Writing"",""Coffee""]",,,False,9119100000,Shashwat Verma,True,U,15.00940598587963,,,F,,23.0
1192,Nothing,"[""Miranda house""]",IN,365.9386643852778,2004-04-08 00:00:00,9119200000@get.idyll,"[90.90273380279541,99.1296112537384,99.1296112537384,97.99373149871826]",F,,,[],,,False,9119200000,Komal,True,U,15.242774921064814,,,F,True,19.0
1193,Hsjdjdksklslxncndjjshdgruososksjjdhdjriowksj,"[""Absbdvbx""]",IN,365.93792244083335,2005-02-17 00:00:00,9119300000@get.idyll,[],F,,,[],,,False,9119300000,Abc,False,U,7.155165465046296,,,F,True,18.0
1194,"वो so to porkchop if DC h DC I free gsjevbekrbr. Ebrnrnrm4kr. R
Rnbrvecebnebrvrnrkton5b5j5ktt t t 5","[""Miranda House""]",IN,365.9378238297222,2004-04-04 00:00:00,9119400000@get.idyll,[],F,,,[],,,False,9119400000,Hina,False,U,7.155225962731482,,,F,True,19.0
1195,Nothing to write here,"[""Hansraj College""]",IN,365.8432071630556,2004-04-02 00:00:00,9119500000@get.idyll,[37.03320622444153],F,167.0,,"[""Vegetarian"",""Comedy"",""Bollywood"",""Open-Minded"",""Family Oriented""]",N,N,False,9119500000,Preeti Mishra,False,U,7.1662428724537035,,,M,True,19.0
1196,"Feminism, Atheism","[""Miranda House""]",IN,365.49209744083333,2003-05-21 00:00:00,9119600000@get.idyll,[98.63259196281433],F,,,"[""Feminism"",""LGBTQIA+ ally"",""Voter rights"",""Poetry"",""Romance""]",,,False,9119600000,Anagha,True,U,15.221861367824074,,,A,True,20.0
1197,,[],IN,365.0636485519444,,9119700000@get.idyll,[],F,,,[],,,False,9119700000,Aditi singh,False,U,7.155327884027778,,,,True,
1198,...,"[""Indraprastha College For Women""]",IN,364.3572968852778,2004-06-28 00:00:00,9119800000@get.idyll,[],F,,,[],,,False,9119800000,Akku,False,U,7.155520048379629,,,A,True,19.0
1199,Women of science with a lot of opinions,"[""Miranda House""]",IN,364.0444816075,2003-02-28 00:00:00,9119900000@get.idyll,"[85.51471829414368,92.2307014465332,95.32563090324402,97.3211407661438]",F,,,"[""Dancing"",""Writing"",""Gym"",""Bollywood"",""Backpacking""]",,,False,9119900000,Prakriti,True,U,11.524911506712963,,,M,True,20.0
1200,"Sneha sharma 
Mirada house 
Hobbies- watching animes and listening music ❤","[""Miranda House""]",IN,363.8489168852778,2004-04-13 00:00:00,9120000000@get.idyll,[],F,,,[],,,False,9120000000,Sneha Sharma,False,U,7.155714527546296,,,M,True,19.0
1201,"Queen👸👑
Loves music 
Black beauty 🥰🥰","[""Miranda House""]",IN,363.70351132972223,2004-02-21 00:00:00,9120100000@get.idyll,[79.2944610118866],F,,,"[""Singing"",""Writing"",""Cats"",""Human Rights""]",,,False,9120100000,Lynda,True,U,15.145695974305555,,,M,True,19.0
1202,.,"[""St. Xaviers College""]",IN,363.12817827416666,2004-10-30 00:00:00,9120200000@get.idyll,[97.67218828201294],M,,,"[""Badminton"",""Cricket"",""Boxing"",""Martial Arts"",""Gym""]",,,False,9120200000,Laksh Poddar,True,U,3.8957234858796297,,,F,,19.0
1203,Anything but predictable,"[""Miranda House""]",IN,362.0893043852778,2000-11-15 00:00:00,9120300000@get.idyll,[88.38238716125488],F,167.0,,"[""Foodie"",""Punjabi"",""Gardening"",""Dancing"",""Mountains""]",N,N,False,9120300000,Anonymous,False,U,3.801493995138889,,NS,A,True,23.0
1204,"I may get attached to you soon ,So🚨🚨","[""Hans Raj College""]",IN,361.98500244083334,2001-02-24 00:00:00,9120400000@get.idyll,"[43.995311856269836,89.25378322601318,49.268218874931335,63.25686573982239]",M,181.0,,"[""Football"",""Romance"",""Dogs"",""Whiskey"",""Cricket""]",S,N,True,9120400000,Rishab,True,U,7.166642062268519,7.166642491863426,NS,F,,22.0
1205,A bollywood geek,"[""Shaheed Bhagat Singh College""]",IN,361.9495738297222,2001-03-05 00:00:00,9120500000@get.idyll,"[99.06044006347656,85.86656451225281]",M,,,"[""Dancing"",""Gym"",""Open-Minded"",""Bollywood"",""Foodie""]",,,False,9120500000,Kushal,True,U,13.012753219675925,,,F,,22.0
1206,Kinda old school,"[""Dyal Singh College""]",IN,361.7738066075,2000-12-27 00:00:00,9120600000@get.idyll,"[98.7900972366333,95.27982473373413,99.0130603313446]",M,,,"[""Cricket"",""Mountains"",""Beer"",""Coffee"",""Anime""]",,,False,9120600000,Shashank,True,U,15.066822559953703,,,F,,23.0
1207,"Hello everyone, I'm here to develop a good bonding, be it friendship or a relationship. But basically it's all about vibing together 💞.
My Instagram I'd @yadavfitness_","[""Netaji Subash Institute of Technology""]",IN,361.1280499408333,2000-08-05 00:00:00,9120700000@get.idyll,"[97.80213832855225,98.78193140029907,94.73726153373718,95.99263668060303]",M,185.0,,"[""Photography"",""Beer"",""Coffee"",""Badminton"",""Cafe-hopping""]",N,N,False,9120700000,Prashant,True,U,15.015188786805556,,CON,F,,23.0
1208,,"[""Hanshraj collage""]",IN,361.02046105194444,2002-03-31 00:00:00,9120800000@get.idyll,[],M,,,[],,,False,9120800000,Abhay,True,U,15.041434724305555,,,F,,21.0
1209,I m amazing one waiting for my amazing one,"[""Delhi University""]",IN,360.7816243852778,2001-05-07 00:00:00,9120900000@get.idyll,"[95.60322165489197,97.16027975082397]",M,163.0,,"[""Photography"",""Singing"",""Writing"",""Art & Craft""]",N,N,False,9120900000,Arun,True,U,15.029049238194444,,R,F,,22.0
1210,"Fun-loving person, finding something serious, love to go out, try different things , enjoy every bit of life to the fullest, enjoy meeting new people, sucker for kdrama and bts .","[""Miranda House""]",IN,360.1154649408333,2003-06-24 00:00:00,9121000000@get.idyll,[99.12754893302917],F,160.0,,"[""Dancing"",""Cooking"",""Bollywood"",""K-drama"",""Romance""]",N,N,False,9121000000,Laxmi,True,U,14.847197154861112,,CON,M,True,20.0
1211,Student Activist,"[""Jawaharlal Nehru University""]",IN,359.96395438527776,1996-10-10 00:00:00,9121100000@get.idyll,"[73.46418499946594,92.05662608146667]",M,175.0,,"[""Festivals"",""Drama"",""Romance"",""Open-Minded"",""Voter rights""]",N,N,False,9121100000,Tahseen,False,U,7.166445268287037,,CON,F,,27.0
1212,,"[""Delhi University""]",IN,359.4269277186111,2002-05-13 00:00:00,9121200000@get.idyll,[],F,,,[],,,False,9121200000,A.,False,U,7.156123069212963,,,M,True,21.0
1213,"I am very kind, and mutual","[""Ramjas College""]",IN,359.3135091075,1999-12-17 00:00:00,9121300000@get.idyll,[95.03863453865051],M,5.9,,"[""Cricket"",""Romantic"",""Romance"",""Camping""]",N,N,False,9121300000,Sameer deora,True,U,14.670105499768518,,R,F,,24.0
1214,..,"[""Ramjas College""]",IN,359.23143994083335,2003-02-01 00:00:00,9121400000@get.idyll,[],M,,,[],,,False,9121400000,Abhimanyu,True,U,14.966423485879629,,,F,,20.0
1215,...,"[""Jawaharlal Nehru University""]",IN,358.8075418852778,2004-08-08 00:00:00,9121500000@get.idyll,[90.13652205467224],M,,,"[""Swimming"",""Comedy""]",,,False,9121500000,Shivy Chauhan,True,U,14.946116518287036,,,F,,19.0
1216,I don't know maybe lazy,"[""Sri Aurobindo College""]",IN,358.40302938527776,2004-09-02 00:00:00,9121600000@get.idyll,"[90.70460200309753,60.862940549850464,66.30409955978394]",M,184.0,,"[""Boxing"",""Football"",""Camping"",""Video Games"",""Dogs""]",N,N,True,9121600000,Prabhav pandey,True,U,7.167062756712963,7.167063197881944,NS,F,,19.0
1217,Enthusiastic,"[""Jamia Millia Islamia University""]",IN,357.9294879963889,2001-07-01 00:00:00,9121700000@get.idyll,[71.6917097568512],M,,,"[""Cricket"",""Whiskey"",""Photography"",""Volleyball"",""Wine""]",,,False,9121700000,Nipun Solanki,True,U,14.854624828472222,,,F,,22.0
1218,Looking for a heartbreak,"[""Miranda House""]",IN,357.6415446630556,2003-11-09 00:00:00,9121800000@get.idyll,"[95.24867534637451,96.12210392951965]",F,,,"[""Photography"",""Mountains"",""Tea"",""Human Rights""]",,,True,9121800000,Tasveer,True,U,9.200912096990741,9.200912538159722,,M,True,20.0
1219,Just trying this app,"[""Miranda house""]",IN,357.2880663297222,2003-09-27 00:00:00,9121900000@get.idyll,[50.977589190006256],F,,,"[""Dancing"",""Art & Craft"",""Theatre"",""Comedy"",""Anime""]",,,False,9121900000,Sora,False,U,7.157091309953704,,,M,True,20.0
1220,,"[""Daulat Ram College""]",IN,357.2687341075,2003-01-04 00:00:00,9122000000@get.idyll,[],F,,,[],,,False,9122000000,Simra,False,U,7.156928265972223,,,M,True,20.0
1221,"Maine kbhi usse bheed mei na dekha vo rehti kinaro mei....
Vo chamkeeli chizo pe kya maregi jo rehti sitaro mei.....","[""Daulat Ram College""]",IN,357.0796174408333,2002-05-10 00:00:00,9122100000@get.idyll,[98.56154918670654],F,158.0,,"[""Writing"",""Photography"",""Art & Craft"",""Mountains"",""Camping""]",N,N,False,9122100000,Saina,True,U,14.861384284490741,,NS,M,True,21.0
1222,I'm a singer. I love traveling to new places. I am Bhola Bhala at heart and a true devotee of Mahadev. Driving singing acting and joking is very good.🥰🙏🕉️🔱🌹,"[""Sonu""]",IN,356.9253074408333,2000-01-16 00:00:00,9122200000@get.idyll,"[96.0137665271759,98.96827340126038]",M,170.0,,"[""Singing"",""Yoga"",""Cooking"",""Writing"",""Action""]",N,N,False,9122200000,Thakur Sonu Pratap,True,U,13.92815604375,,R,F,,23.0
1223,"तुम आखों से बताना , हम समझ जाएंगे....🍁","[""Miranda house""]",IN,356.86795132972225,2003-11-02 00:00:00,9122300000@get.idyll,"[85.04266142845154,85.34026741981506,81.11277222633362,95.72232365608215]",F,,,"[""Badminton"",""Cafe-hopping"",""Mountains"",""Dogs"",""Horror""]",,,False,9122300000,Riya,True,U,14.854123520601853,,,M,True,20.0
1224,Heyoo people,"["".""]",IN,356.8093216075,2004-10-30 00:00:00,9122400000@get.idyll,[],F,,,[],,,False,9122400000,.,False,U,7.1577816918981485,,,M,True,19.0
1225,"“I’m mainly interested in casual dates and meeting people right now, but would be open to something more serious if the chemistry’s right.”","[""Hansraj College""]",IN,356.6517691075,2003-11-14 00:00:00,9122500000@get.idyll,"[94.70837712287903,94.98813152313232,98.07196259498596,98.07196259498596]",M,178.0,,"[""Writing"",""Cafe-hopping"",""Concerts"",""Festivals"",""Heritage""]",S,S,False,9122500000,Ayush Chitra,True,U,12.85969479375,,R,F,,20.0
1226,..,"[""Jawaharlal Nehru University""]",IN,356.36299744083334,2000-01-20 00:00:00,9122600000@get.idyll,"[92.54885911941528,92.54885911941528,92.54885911941528,92.54885911941528]",M,,,"[""Drama"",""Punjabi"",""Rap"",""EDM""]",,,False,9122600000,Ravi Kumar,True,U,14.84313192337963,,,F,,23.0
1227,"Like adventures, hiking and trips .
Sports person ,love to try different things , book lover ,sucker for old 90s romantic movie, kdrama and BTS .","[""Miranda House""]",IN,356.35443994083334,2003-05-02 00:00:00,9122700000@get.idyll,[97.87195920944214],F,160.0,,"[""Art & Craft"",""Cooking"",""Dogs"",""Bollywood"",""K-drama""]",N,N,False,9122700000,Khushi pratap,True,U,14.83959124050926,,CON,M,True,20.0
1228,Human being,"[""Zakir Hussain College""]",IN,355.0407799408333,2003-06-09 00:00:00,9122800000@get.idyll,[83.62549543380737],M,,,"[""Gym"",""Dogs"",""Romance""]",,,True,9122800000,Om,True,U,7.1673215067129625,7.167321936307871,CON,F,,20.0
1229,Looking for  some good vibes nd good time .,"[""Jawaharlal Nehru University""]",IN,354.9157624408333,1998-03-05 00:00:00,9122900000@get.idyll,"[86.805260181427,87.58036494255066]",M,,,"[""Human Rights"",""Open-Minded"",""Martial Arts"",""Stand Up"",""Mountains""]",,,False,9122900000,Navneet,True,U,14.781970997453703,,,F,,25.0
1230,I smile when someone says Coffee!,"[""Jawaharlal Nehru University""]",IN,353.95821771861114,1997-09-28 00:00:00,9123000000@get.idyll,[89.0991747379303],M,,,"[""Poetry"",""Football"",""Foodie"",""Heritage"",""Birds""]",,,False,9123000000,Aman,True,U,2.8019701872685183,,,F,,26.0
1231,,[],IN,347.9785774408333,,9123100000@get.idyll,[],,,,[],,,False,9123100000,,True,U,14.49910865949074,,,,,
1232,,[],IN,346.8738841075,,9123200000@get.idyll,[],F,,,[],,,False,9123200000,Aishwarya Karan,False,U,7.157906645601852,,,,True,
1233,...,"[""Arts faculty""]",IN,346.74403966305556,1986-12-15 00:00:00,9123300000@get.idyll,"[99.14684891700745,82.59679675102234,68.7404215335846]",M,,,"[""Art & Craft"",""Writing"",""Swimming"",""Open-Minded"",""Fantasy""]",,,False,9123300000,Arijit,True,U,14.44196152986111,,,F,,37.0
1234,,[],IN,346.27382521861114,,9123400000@get.idyll,[],,,,[],,,False,9123400000,,True,U,14.428077328472222,,,,,
1235,Interaction with people,"[""Miranda House""]",IN,345.22801605194445,2003-10-22 00:00:00,9123500000@get.idyll,"[99.05577301979065,96.78717255592346,97.2016453742981]",F,,,"[""Pizza"",""K-drama"",""Open-Minded""]",,,False,9123500000,Amrata,True,U,14.380665025231481,,,A,True,20.0
1236,I am the wild rose...,"[""Miranda House""]",IN,344.1063982741667,2003-08-04 00:00:00,9123600000@get.idyll,"[81.72955513000488,94.42158341407776,98.30242991447449,96.55435681343079]",F,,,"[""Art & Craft"",""Photography"",""Singing"",""Folk & Acoustic"",""Anime""]",N,N,False,9123600000,Anya,True,U,14.318392247453703,,F,M,True,20.0
1237,Hey my Instagram rahul_gulia3,"[""Army Institute of Education""]",IN,343.9253288297222,2002-08-01 00:00:00,9123700000@get.idyll,"[98.23063015937805,97.48125076293945,97.56496548652649,98.21683168411255]",M,174.0,,"[""Basketball"",""Cycling"",""Mountains"",""Running"",""Camping""]",N,N,True,9123700000,RaHuL GuLiA,True,U,7.167559527546296,7.167559968715278,R,F,,21.0
1238,Ritu kumari,"[""Jnu""]",IN,343.40347605194444,2000-08-10 00:00:00,9123800000@get.idyll,[99.47233200073242],F,,,"[""Photography"",""Writing"",""Art & Craft"",""Badminton"",""Cycling""]",,,False,9123800000,Ritu kumari,True,U,14.30632760625,,,M,True,23.0
1239,##@@%%%×××÷,"[""Amity Institute of Education, Delhi""]",IN,343.03649688527776,1999-06-25 00:00:00,9123900000@get.idyll,[76.53544843196869],F,,,"[""Wine"",""Dogs"",""Comedy"",""Romance"",""Romantic""]",,,False,9123900000,Mansi,False,U,7.158230823842593,,,A,True,24.0
